Symbol,Score,ConfluenceScore,SetupScore,PassedFilter,Price,RSI,ADX,Stoch,VolMult,DeltaProxy,C_MACD,C_RSI,C_STOCH,C_VOLUME,C_DELTA,C_TREND,C_ADX,C_ATR,EMA8%,EMA21%,EMA55%,EMA144%,ADR,ADR%,RVol,U/D Days(30),Dist52WHigh%,VCP,SFP,SFP_Level,IPO_BASE,IPO_Days,PE,ROE,DebtToEquity,ProfitMargin,RevenueGrowth,OperatingMargin,EPS_Est_Growth%,AltmanZ,BeneishM,FundamentalQualityScore,Rev_2024-09-30,Rev_QoQ%_2024-09-30,Rev_YoY%_2024-09-30,Rev_2024-12-31,Rev_QoQ%_2024-12-31,Rev_YoY%_2024-12-31,Rev_2025-03-31,Rev_QoQ%_2025-03-31,Rev_YoY%_2025-03-31,Rev_2025-06-30,Rev_QoQ%_2025-06-30,Rev_YoY%_2025-06-30,Rev_2025-09-30,Rev_QoQ%_2025-09-30,Rev_YoY%_2025-09-30,Rev_2025-12-31,Rev_QoQ%_2025-12-31,Rev_YoY%_2025-12-31
3IINFOLTD.NS,6,6,0,True,17.639999389648438,75.61610947242028,37.693952570528,90.064061220984,0.8844947395631179,664658.5644894672,True,True,True,False,True,False,True,True,1.9959604486147093,9.091914101751433,14.299096059918703,4.053912010797736,0.652500057220459,3.6989800442020493,1.1764720773103967,15/15,-35.73770892762818,False,False,13.0,False,,5.8799996,,10.763,0.07819,-0.051,-0.0287,-95.39999999999999,,,0,,,,1814100000.0,,,1870000000.0,3.0814177829226574,,1705500000.0,-8.796791443850271,,1748900000.0,2.5447082966871815,,1721400000.0,-1.5724169477957628,-5.109971886886056
